Item Name,SKU,Image,Manufacturer,URL,Purchase Price,43%,Description,Lowes,Price
,,"[{'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/3a9170f9-22de-4ec6-8b58-85ca799bb23b/65995898.jpeg'}, {'src': 'Online Content Production', 'link': 'https://mobileimages.lowes.com/productimages/2a04d489-b9b2-4c64-b6fd-97bf266b1b52/48687831.jpg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/525c01b0-0dfa-4569-9f74-a2b701d48cf5/65995900.jpeg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/e46deddf-ba22-495f-8fa3-a6e7d2f19b8d/65995901.jpeg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/57c4e0f4-9dfc-46ab-816c-7a66aa31f5ec/66529692.jpeg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/9d45c535-2e82-4620-bc41-3c0e843d2bfa/65995905.jpeg'}]",Streamline,https://www.lowes.com/pd/streamline-12-in-x-10-ft-copper-type-m-pipe/1000227967,,,,,
,,"[{'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/3a9170f9-22de-4ec6-8b58-85ca799bb23b/65995898.jpeg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/525c01b0-0dfa-4569-9f74-a2b701d48cf5/65995900.jpeg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/8dc1eb97-cdd1-407b-b7a2-dccf596557a2/65995904.jpeg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/57c4e0f4-9dfc-46ab-816c-7a66aa31f5ec/66529692.jpeg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/9d45c535-2e82-4620-bc41-3c0e843d2bfa/65995905.jpeg'}]",Streamline,https://www.lowes.com/pd/streamline-12-in-x-5-ft-copper-type-m-pipe/3605812,,,,,
