Item Name,SKU,Image,Manufacturer,URL,Purchase Price,43%,Description,Lowes,Price
,,"[{'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/434bcc0d-8e46-4171-9f3a-8b158cbf509b/00678556.jpg'}, {'src': 'Online Content Production', 'link': 'https://mobileimages.lowes.com/productimages/a29b6f89-f574-4f11-8423-ec9040aa9513/48968582.jpg'}, {'src': 'Online Content Production', 'link': 'https://mobileimages.lowes.com/productimages/246ba4ec-f577-4a14-929e-01d4179809d2/48974491.jpg'}, {'src': 'Online Content Production', 'link': 'https://mobileimages.lowes.com/productimages/694e208a-7542-4032-972d-c711ce2be145/48687761.jpg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/a261a5fd-7bcb-4fe0-a256-63a49039ab08/60872153.jpg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/7609ca31-6412-45ca-ada5-88c388f41a81/62980304.jpg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/3b31e1fd-3db8-403a-89aa-ed8a860dc4da/62676222.jpg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/3ccc41d4-ae21-45ba-9351-db29b5b57f83/62563796.jpg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/6715fff4-fe37-4f62-bfe9-eb64c7730773/68310288.jpeg'}]",Charlotte Pipe,https://www.lowes.com/pd/charlotte-pipe-1-12-in-x-10-ft-330-psi-schedule-40-pvc-pipe/3133037,,,,,
,,"[{'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/434bcc0d-8e46-4171-9f3a-8b158cbf509b/00678556.jpg'}, {'src': 'Online Content Production', 'link': 'https://mobileimages.lowes.com/productimages/a29b6f89-f574-4f11-8423-ec9040aa9513/48968582.jpg'}, {'src': 'Online Content Production', 'link': 'https://mobileimages.lowes.com/productimages/82d0abca-7aac-4713-b45c-c76339845479/48968197.jpg'}, {'src': 'Online Content Production', 'link': 'https://mobileimages.lowes.com/productimages/f58c7d67-afdc-4c28-9352-f872156103b5/48968199.jpg'}, {'src': 'Online Content Production', 'link': 'https://mobileimages.lowes.com/productimages/35cb6a95-1fe7-407c-99c4-9d2b2ca2ff76/48687791.jpg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/a261a5fd-7bcb-4fe0-a256-63a49039ab08/60872153.jpg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/7609ca31-6412-45ca-ada5-88c388f41a81/62980304.jpg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/3b31e1fd-3db8-403a-89aa-ed8a860dc4da/62676222.jpg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/3ccc41d4-ae21-45ba-9351-db29b5b57f83/62563796.jpg'}, {'src': 'Vendor Provided', 'link': 'https://mobileimages.lowes.com/productimages/6715fff4-fe37-4f62-bfe9-eb64c7730773/68310288.jpeg'}]",Charlotte Pipe,https://www.lowes.com/pd/charlotte-pipe-2-in-x-10-ft-280-psi-schedule-40-pvc-pipe/3133041,,,,,
